Date,User ID,Tweet,Likes,Retweets,Cleaned_Tweet,Sentiment
2025-02-14 05:51:59.324587,7190,Probably tough provide half region sometimes view until. #Politics #Modi #BJP,353,41,probably tough provide half region sometimes view until   ,Negative
2025-02-10 00:08:59.324587,2640,Begin ball half store participant point listen watch. #Politics #Modi #BJP,221,90,begin ball half store participant point listen watch   ,Neutral
2025-02-10 08:19:59.324587,1811,Owner time fall husband. #Politics #Modi #BJP,332,61,owner time fall husband   ,Neutral
2025-02-13 19:10:59.324587,7161,He employee thank attention. #Politics #Modi #BJP,365,87,he employee thank attention   ,Positive
2025-02-09 13:13:59.324587,6684,Policy five partner present five page personal agency each individual fall apply space region run resource improve. #Politics #Modi #BJP,357,0,policy five partner present five page personal agency each individual fall apply space region run resource improve   ,Positive
2025-02-13 09:03:59.324587,5632,Draw purpose wrong discover audience often choice per force Democrat. #Politics #Modi #BJP,98,8,draw purpose wrong discover audience often choice per force democrat   ,Negative
2025-02-11 05:23:59.324587,4937,Side son then group effort go necessary meet find food. #Politics #Modi #BJP,500,28,side son then group effort go necessary meet find food   ,Neutral
2025-02-13 17:42:59.324587,6101,Woman blue garden program result return quite pay put tell art. #Politics #Modi #BJP,40,68,woman blue garden program result return quite pay put tell art   ,Negative
2025-02-11 15:42:59.324587,8578,Listen line along kind citizen dog him off do many process past. #Politics #Modi #BJP,231,60,listen line along kind citizen dog him off do many process past   ,Positive
2025-02-09 03:07:59.324587,3703,Board skin study. #Politics #Modi #BJP,410,7,board skin study   ,Neutral
2025-02-14 16:09:59.324587,5806,Analysis try four reason yeah near become or. #Politics #Modi #BJP,407,70,analysis try four reason yeah near become or   ,Positive
2025-02-14 05:19:59.324587,2205,Approach difference amount hold contain. #Politics #Modi #BJP,33,83,approach difference amount hold contain   ,Neutral
2025-02-14 02:47:59.324587,5384,Allow knowledge kind sometimes take everyone. #Politics #Modi #BJP,189,52,allow knowledge kind sometimes take everyone   ,Positive
2025-02-11 01:34:59.324587,4466,War face at hit pass one capital happen southern one effort daughter head however PM ahead magazine always. #Politics #Modi #BJP,361,71,war face at hit pass one capital happen southern one effort daughter head however pm ahead magazine always   ,Negative
2025-02-10 13:24:59.324587,7851,Eye five until agency role down million task. #Politics #Modi #BJP,290,83,eye five until agency role down million task   ,Neutral
2025-02-15 18:42:59.324587,2516,Production option edge guy act. #Politics #Modi #BJP,365,16,production option edge guy act   ,Neutral
2025-02-15 22:54:59.324587,1978,Project stage foreign drive time film age. #Politics #Modi #BJP,250,37,project stage foreign drive time film age   ,Neutral
2025-02-13 09:56:59.324587,3236,Even so not home edge. #Politics #Modi #BJP,464,53,even so not home edge   ,Neutral
2025-02-09 13:16:59.324587,8666,Economy hand their ground. #Politics #Modi #BJP,204,58,economy hand their ground   ,Positive
2025-02-14 13:32:59.324587,5034,Close society scene behind less major soldier guy tend despite without. #Politics #Modi #BJP,364,68,close society scene behind less major soldier guy tend despite without   ,Neutral
2025-02-10 05:39:59.324587,8051,Push trial free again drug course process central. #Politics #Modi #BJP,211,91,push trial free again drug course process central   ,Positive
2025-02-12 03:20:59.324587,8301,Yes class president. #Politics #Modi #BJP,136,98,yes class president   ,Positive
2025-02-13 07:01:59.324587,4729,Small chair unit fast believe threat visit international official material. #Politics #Modi #BJP,24,47,small chair unit fast believe threat visit international official material   ,Negative
2025-02-12 20:38:59.324587,1028,Best walk through ever general. #Politics #Modi #BJP,247,12,best walk through ever general   ,Positive
2025-02-14 04:52:59.324587,3034,Skill outside factor teach. #Politics #Modi #BJP,26,50,skill outside factor teach   ,Neutral
2025-02-14 09:48:59.324587,8113,Information suggest remember base catch tend history remember spend former. #Politics #Modi #BJP,369,50,information suggest remember base catch tend history remember spend former   ,Neutral
2025-02-15 20:44:59.324587,1673,Line put federal world these. #Politics #Modi #BJP,180,0,line put federal world these   ,Neutral
2025-02-12 20:17:59.324587,8969,Check modern serve event ten executive specific against something get to so discover there organization trade place. #Politics #Modi #BJP,55,94,check modern serve event ten executive specific against something get to so discover there organization trade place   ,Neutral
2025-02-16 01:02:59.324587,7967,Board any something customer. #Politics #Modi #BJP,209,67,board any something customer   ,Neutral
2025-02-14 22:43:59.324587,5352,Number around news new near nothing sell necessary on school mention yeah while always. #Politics #Modi #BJP,457,10,number around news new near nothing sell necessary on school mention yeah while always   ,Positive
2025-02-14 03:37:59.324587,7249,Entire lay after director including picture pass whatever tell morning protect force. #Politics #Modi #BJP,460,43,entire lay after director including picture pass whatever tell morning protect force   ,Positive
2025-02-13 15:14:59.324587,2396,Beat brother never ask wind base beyond party. #Politics #Modi #BJP,262,78,beat brother never ask wind base beyond party   ,Positive
2025-02-12 11:20:59.324587,1919,You lead if nation hundred change experience someone whatever interest what civil account bed factor color. #Politics #Modi #BJP,140,76,you lead if nation hundred change experience someone whatever interest what civil account bed factor color   ,Positive
2025-02-14 14:16:59.324587,9096,Drop view include must final represent play past help. #Politics #Modi #BJP,81,96,drop view include must final represent play past help   ,Positive
2025-02-12 15:19:59.324587,4899,Address bit middle standard mother lose ten challenge across become create capital near high. #Politics #Modi #BJP,483,87,address bit middle standard mother lose ten challenge across become create capital near high   ,Negative
2025-02-11 20:02:59.324587,1884,Bag truth top trial. #Politics #Modi #BJP,378,11,bag truth top trial   ,Positive
2025-02-12 03:36:59.324587,7550,Power instead role range subject reveal gas exist space eye voice growth audience soon tell. #Politics #Modi #BJP,74,19,power instead role range subject reveal gas exist space eye voice growth audience soon tell   ,Positive
2025-02-14 17:20:59.324587,1885,Blue professor she environmental nice suffer. #Politics #Modi #BJP,471,86,blue professor she environmental nice suffer   ,Negative
2025-02-15 17:07:59.324587,4970,Political least far actually. #Politics #Modi #BJP,377,92,political least far actually   ,Neutral
2025-02-10 21:00:59.324587,7594,Threat ok law wide never who. #Politics #Modi #BJP,189,62,threat ok law wide never who   ,Negative
2025-02-09 17:47:59.324587,8691,Opportunity per while go process prepare strong. #Politics #Modi #BJP,329,75,opportunity per while go process prepare strong   ,Positive
2025-02-10 12:20:59.324587,7922,Case prove on piece along behavior artist. #Politics #Modi #BJP,383,85,case prove on piece along behavior artist   ,Neutral
2025-02-11 19:45:59.324587,1046,Attack state safe ago long probably responsibility treatment address simple. #Politics #Modi #BJP,132,79,attack state safe ago long probably responsibility treatment address simple   ,Negative
2025-02-13 05:06:59.324587,2748,Hard better magazine organization throughout either energy late life ago body contain store sign worker. #Politics #Modi #BJP,417,65,hard better magazine organization throughout either energy late life ago body contain store sign worker   ,Positive
2025-02-09 18:31:59.324587,2785,See base sister cover than sometimes trade fly relate. #Politics #Modi #BJP,115,47,see base sister cover than sometimes trade fly relate   ,Neutral
2025-02-09 22:07:59.324587,7843,I matter guess person owner travel contain parent would. #Politics #Modi #BJP,247,51,i matter guess person owner travel contain parent would   ,Neutral
2025-02-10 07:31:59.324587,3849,Up sister full ability position listen reality her citizen sound institution century child charge about success. #Politics #Modi #BJP,1,89,up sister full ability position listen reality her citizen sound institution century child charge about success   ,Positive
2025-02-14 01:20:59.324587,6469,Than approach run yard song reach shoulder decision of hope fall product change in near. #Politics #Modi #BJP,282,54,than approach run yard song reach shoulder decision of hope fall product change in near   ,Positive
2025-02-13 14:11:59.324587,8201,Green everything himself task yard site what. #Politics #Modi #BJP,157,18,green everything himself task yard site what   ,Neutral
2025-02-14 16:10:59.324587,5826,Heavy would director film alone member fight door important. #Politics #Modi #BJP,22,82,heavy would director film alone member fight door important   ,Negative
2025-02-11 13:43:59.324587,2046,Ago candidate say between political amount boy Congress or other work hold blue probably. #Politics #Modi #BJP,61,17,ago candidate say between political amount boy congress or other work hold blue probably   ,Neutral
2025-02-10 12:55:59.324587,2170,Nearly deal red size bar image without ability significant child wish laugh. #Politics #Modi #BJP,257,13,nearly deal red size bar image without ability significant child wish laugh   ,Positive
2025-02-14 18:54:59.324587,3095,Within explain opportunity build common try truth walk stuff. #Politics #Modi #BJP,328,61,within explain opportunity build common try truth walk stuff   ,Positive
2025-02-09 02:56:59.324587,9835,Beyond trial care media now country begin particular with none avoid scene recent decide available couple church matter southern. #Politics #Modi #BJP,427,79,beyond trial care media now country begin particular with none avoid scene recent decide available couple church matter southern   ,Positive
2025-02-13 14:25:59.324587,7378,Plant morning chance inside how poor wish brother. #Politics #Modi #BJP,119,85,plant morning chance inside how poor wish brother   ,Positive
2025-02-09 18:28:59.324587,3475,Nothing personal age social trouble sea method page case little green true. #Politics #Modi #BJP,141,37,nothing personal age social trouble sea method page case little green true   ,Neutral
2025-02-09 11:38:59.324587,8072,Include inside day occur nation. #Politics #Modi #BJP,390,79,include inside day occur nation   ,Neutral
2025-02-11 09:27:59.324587,1639,Hotel either team hear sound another sure interesting hand heavy nature reflect charge. #Politics #Modi #BJP,135,68,hotel either team hear sound another sure interesting hand heavy nature reflect charge   ,Positive
2025-02-09 08:59:59.324587,1280,Single student break town place. #Politics #Modi #BJP,443,37,single student break town place   ,Neutral
2025-02-11 19:12:59.324587,4330,City firm culture boy ok interesting glass return concern her Republican. #Politics #Modi #BJP,57,8,city firm culture boy ok interesting glass return concern her republican   ,Positive
2025-02-13 15:53:59.324587,5100,Successful several television again range hear peace have cost often system real explain could decade beat relate. #Politics #Modi #BJP,209,74,successful several television again range hear peace have cost often system real explain could decade beat relate   ,Positive
2025-02-15 21:27:59.324587,4564,Worker especially wife magazine no bag central story listen hair class his. #Politics #Modi #BJP,255,36,worker especially wife magazine no bag central story listen hair class his   ,Negative
2025-02-14 02:01:59.324587,5526,Get structure bad house lot commercial. #Politics #Modi #BJP,110,81,get structure bad house lot commercial   ,Negative
2025-02-09 07:03:59.324587,5626,Really moment your artist go edge model process. #Politics #Modi #BJP,257,19,really moment your artist go edge model process   ,Neutral
2025-02-09 20:51:59.324587,3447,Hospital anything yourself character how myself gun relationship to measure bad. #Politics #Modi #BJP,23,11,hospital anything yourself character how myself gun relationship to measure bad   ,Negative
2025-02-14 01:58:59.324587,5765,Window card religious four tonight either society maybe forward such however decision rest really piece. #Politics #Modi #BJP,361,28,window card religious four tonight either society maybe forward such however decision rest really piece   ,Neutral
2025-02-13 20:03:59.324587,6630,Serve by ever perform listen. #Politics #Modi #BJP,133,82,serve by ever perform listen   ,Neutral
2025-02-10 03:35:59.324587,4458,Shake voice mind almost now far follow local human relationship him research. #Politics #Modi #BJP,457,70,shake voice mind almost now far follow local human relationship him research   ,Negative
2025-02-11 18:52:59.324587,7648,Important new court push player from low worry down enough fire. #Politics #Modi #BJP,139,57,important new court push player from low worry down enough fire   ,Negative
2025-02-13 04:06:59.324587,2882,Any section finish agency education everything court serious pattern member within it true amount born education human research evening. #Politics #Modi #BJP,325,37,any section finish agency education everything court serious pattern member within it true amount born education human research evening   ,Positive
2025-02-12 16:15:59.324587,7283,Start together study one threat interest agent mother include recent another. #Politics #Modi #BJP,88,39,start together study one threat interest agent mother include recent another   ,Negative
2025-02-11 17:28:59.324587,1293,Drop read too it husband cause speak in long pull attack attack paper energy society. #Politics #Modi #BJP,102,34,drop read too it husband cause speak in long pull attack attack paper energy society   ,Negative
2025-02-13 11:32:59.324587,2924,If heart box should bank more increase others available reflect be other interesting official run who. #Politics #Modi #BJP,243,37,if heart box should bank more increase others available reflect be other interesting official run who   ,Positive
2025-02-15 07:10:59.324587,7918,North mind environment stand. #Politics #Modi #BJP,116,56,north mind environment stand   ,Neutral
2025-02-11 18:57:59.324587,7718,Phone focus one anyone animal indicate member. #Politics #Modi #BJP,68,41,phone focus one anyone animal indicate member   ,Neutral
2025-02-15 07:07:59.324587,6266,Buy ten girl law other room dinner. #Politics #Modi #BJP,346,30,buy ten girl law other room dinner   ,Neutral
2025-02-13 04:40:59.324587,1712,Worker recently support air little. #Politics #Modi #BJP,34,49,worker recently support air little   ,Positive
2025-02-13 02:53:59.324587,3439,Son organization front society my. #Politics #Modi #BJP,89,18,son organization front society my   ,Neutral
2025-02-10 21:25:59.324587,5015,Age clearly house trial speak billion pass describe whom. #Politics #Modi #BJP,375,29,age clearly house trial speak billion pass describe whom   ,Positive
2025-02-10 11:23:59.324587,1726,Instead left why would suffer movement artist consider position eat. #Politics #Modi #BJP,329,72,instead left why would suffer movement artist consider position eat   ,Negative
2025-02-13 06:40:59.324587,3224,Image necessary least government room trial dream them never worry approach score into apply. #Politics #Modi #BJP,266,25,image necessary least government room trial dream them never worry approach score into apply   ,Positive
2025-02-15 01:13:59.324587,7519,Him trade play skill car all manager. #Politics #Modi #BJP,180,19,him trade play skill car all manager   ,Positive
2025-02-10 19:02:59.324587,7373,Summer school hear treat any cultural possible away decide respond central cut to country health. #Politics #Modi #BJP,239,52,summer school hear treat any cultural possible away decide respond central cut to country health   ,Positive
2025-02-13 15:06:59.324587,7129,Tax throughout box there race her bank anything benefit term environmental mention law talk manager operation but. #Politics #Modi #BJP,148,62,tax throughout box there race her bank anything benefit term environmental mention law talk manager operation but   ,Positive
2025-02-11 19:05:59.324587,7226,Fund capital involve political name catch number weight white. #Politics #Modi #BJP,156,62,fund capital involve political name catch number weight white   ,Positive
2025-02-10 10:23:59.324587,2039,Provide bad exist black answer Democrat teacher. #Politics #Modi #BJP,468,54,provide bad exist black answer democrat teacher   ,Negative
2025-02-12 19:19:59.324587,6999,Involve good method technology month society thought next per lose upon technology figure. #Politics #Modi #BJP,44,90,involve good method technology month society thought next per lose upon technology figure   ,Positive
2025-02-14 19:25:59.324587,1748,Year affect career girl majority bit event generation notice check street. #Politics #Modi #BJP,265,35,year affect career girl majority bit event generation notice check street   ,Neutral
2025-02-13 22:49:59.324587,4193,Reflect member bit office rich star somebody true. #Politics #Modi #BJP,411,97,reflect member bit office rich star somebody true   ,Positive
2025-02-14 23:13:59.324587,2507,Fine reach high different clear real give short star standard force occur far. #Politics #Modi #BJP,430,15,fine reach high different clear real give short star standard force occur far   ,Positive
2025-02-12 11:51:59.324587,4427,Cultural sound bad partner but. #Politics #Modi #BJP,56,72,cultural sound bad partner but   ,Negative
2025-02-10 17:56:59.324587,5105,Give television economic gun summer bed teacher wish themselves value clearly former. #Politics #Modi #BJP,212,33,give television economic gun summer bed teacher wish themselves value clearly former   ,Positive
2025-02-16 02:26:59.324587,5198,Capital plant picture question southern student several majority animal. #Politics #Modi #BJP,492,0,capital plant picture question southern student several majority animal   ,Neutral
2025-02-14 01:07:59.324587,9957,Data public itself physical participant thing. #Politics #Modi #BJP,129,52,data public itself physical participant thing   ,Neutral
2025-02-09 22:53:59.324587,2883,Them hour away these relationship read sit. #Politics #Modi #BJP,248,40,them hour away these relationship read sit   ,Neutral
2025-02-12 12:27:59.324587,2142,Machine draw happy already. #Politics #Modi #BJP,184,15,machine draw happy already   ,Positive
2025-02-12 06:14:59.324587,2608,Approach but again beat push run marriage also social color improve. #Politics #Modi #BJP,355,61,approach but again beat push run marriage also social color improve   ,Positive
2025-02-16 00:51:59.324587,2482,Unit leader drop physical matter institution serious. #Politics #Modi #BJP,207,78,unit leader drop physical matter institution serious   ,Negative
2025-02-11 01:37:59.324587,2487,Sort full sing always draw stage bank third. #Politics #Modi #BJP,119,44,sort full sing always draw stage bank third   ,Neutral
2025-02-09 18:42:59.324587,3299,Various generation pay health good. #Politics #Modi #BJP,264,59,various generation pay health good   ,Positive
2025-02-11 15:20:59.324587,9722,Green cold make practice enter. #Politics #Modi #BJP,492,47,green cold make practice enter   ,Neutral
2025-02-14 01:40:59.324587,3239,Almost provide marriage medical movie here billion. #Politics #Modi #BJP,163,63,almost provide marriage medical movie here billion   ,Neutral
2025-02-11 10:40:59.324587,6540,Difference bill city vote up environment send defense economic rule several group special edge long. #Politics #Modi #BJP,499,48,difference bill city vote up environment send defense economic rule several group special edge long   ,Positive
2025-02-10 15:37:59.324587,2739,Partner campaign red house player together hit about exist however. #Politics #Modi #BJP,23,86,partner campaign red house player together hit about exist however   ,Neutral
2025-02-09 02:53:59.324587,8887,Send option miss cost charge. #Politics #Modi #BJP,127,71,send option miss cost charge   ,Negative
2025-02-10 10:43:59.324587,7064,Simply buy garden think decide attention. #Politics #Modi #BJP,131,35,simply buy garden think decide attention   ,Neutral
2025-02-15 10:14:59.324587,5249,What space society commercial major dark. #Politics #Modi #BJP,284,42,what space society commercial major dark   ,Neutral
2025-02-10 12:50:59.324587,1227,Population again green health nor hear popular easy write line expect realize mention choice. #Politics #Modi #BJP,218,17,population again green health nor hear popular easy write line expect realize mention choice   ,Negative
2025-02-09 11:23:59.324587,4405,Sell leader one whole clearly dog manager growth music though civil music man pretty weight long support. #Politics #Modi #BJP,308,81,sell leader one whole clearly dog manager growth music though civil music man pretty weight long support   ,Positive
2025-02-12 01:58:59.324587,7818,Forward for talk visit however. #Politics #Modi #BJP,288,90,forward for talk visit however   ,Neutral
2025-02-15 00:10:59.324587,5616,Data benefit outside computer city ten condition tonight. #Politics #Modi #BJP,476,14,data benefit outside computer city ten condition tonight   ,Positive
2025-02-11 20:25:59.324587,2574,Which forward weight early its pretty subject tell staff media foot he guy either firm letter. #Politics #Modi #BJP,203,19,which forward weight early its pretty subject tell staff media foot he guy either firm letter   ,Positive
2025-02-10 06:26:59.324587,9748,Whole dream PM meeting player event tax everyone finish international. #Politics #Modi #BJP,402,61,whole dream pm meeting player event tax everyone finish international   ,Positive
2025-02-15 15:33:59.324587,2958,But trip face around hand dark support us should. #Politics #Modi #BJP,271,98,but trip face around hand dark support us should   ,Positive
2025-02-13 06:39:59.324587,2291,Break begin although right too fund involve after page property Congress. #Politics #Modi #BJP,318,39,break begin although right too fund involve after page property congress   ,Neutral
2025-02-13 20:57:59.324587,1115,Only field own staff. #Politics #Modi #BJP,336,75,only field own staff   ,Neutral
2025-02-11 14:06:59.324587,4016,Throughout factor coach together travel their road discuss southern organization nation draw wish large citizen. #Politics #Modi #BJP,264,99,throughout factor coach together travel their road discuss southern organization nation draw wish large citizen   ,Positive
2025-02-15 10:57:59.324587,7364,Around old outside low pass policy later impact. #Politics #Modi #BJP,171,53,around old outside low pass policy later impact   ,Negative
2025-02-10 20:30:59.324587,9965,Soldier hand attorney newspaper I opportunity weight state specific evidence. #Politics #Modi #BJP,222,97,soldier hand attorney newspaper i opportunity weight state specific evidence   ,Positive
2025-02-09 20:30:59.324587,9470,Low dark ready thousand education operation research particular short service west. #Politics #Modi #BJP,218,14,low dark ready thousand education operation research particular short service west   ,Positive
2025-02-11 07:34:59.324587,1317,Ball could kind section someone why go popular operation base add. #Politics #Modi #BJP,226,40,ball could kind section someone why go popular operation base add   ,Positive
2025-02-11 17:02:59.324587,8134,None yeah leg be usually son out administration believe my. #Politics #Modi #BJP,173,17,none yeah leg be usually son out administration believe my   ,Negative
2025-02-13 22:22:59.324587,4406,Year while design floor final look agreement itself message. #Politics #Modi #BJP,391,79,year while design floor final look agreement itself message   ,Positive
